iteration	t (ms)	leakageParameters:E_L (mV)	leakageParameters:g_L (mS_per_cm2)	membraneParameters:Cm (microF_per_cm2)	potassiumChannelParameters:E_K (mV)	potassiumChannelParameters:g_K (milliS_per_cm2)	sodiumChannelParameters:E_Na (mV)	sodiumChannelParameters:g_Na (mS_per_cm2)	controller:i_stim (microA_per_cm2)	sodiumChannelEquations:Na_conductance (mS_per_cm2)	sodiumChannelEquations:i_Na (microA_per_cm2)	mGateEquations:alpha_m (per_ms)	mGateEquations:beta_m (per_ms)	hGateEquations:alpha_h (per_ms)	hGateEquations:beta_h (per_ms)	potassiumChannelEquations:i_K (microA_per_cm2)	nGateEquations:alpha_n (per_ms)	nGateEquations:beta_n (per_ms)	leakageEquations:i_L (microA_per_cm2)	membraneEquations:i_tot (microA_per_cm2)	importedGateM:X (dimensionless)	importedGateH:X (dimensionless)	importedGate:X (dimensionless)	membraneEquations:V (mV)
968	 9.68-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.530194	 -40.589	 1.48098	 0.623904	 0.0131477	 0.585282	 62.0891	 0.329597	 0.0743568	 3.85348	 25.3535	 	0.820748	0.00800238	0.447861	-41.8086
969	 9.69-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.530921	 -40.7793	 1.46487	 0.632754	 0.0133154	 0.579115	 62.5566	 0.331875	 0.0741216	 3.77742	 25.5548	 	0.818181	0.00808812	0.449362	-42.0641
970	 9.7-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.53159	 -40.9665	 1.44873	 0.641802	 0.0134867	 0.572874	 63.0241	 0.334176	 0.0738852	 3.70076	 25.7583	 	0.815564	0.00817557	0.45087	-42.3217
971	 9.71-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.532197	 -41.1504	 1.43257	 0.651052	 0.0136615	 0.56656	 63.4912	 0.336499	 0.0736477	 3.62348	 25.9643	 	0.812896	0.00826474	0.452385	-42.5814
972	 9.72-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.53274	 -41.3307	 1.41638	 0.660511	 0.01384	 0.560173	 63.9578	 0.338846	 0.073409	 3.54559	 26.1727	 	0.810177	0.0083557	0.453909	-42.8431
973	 9.73-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.533217	 -41.5072	 1.40017	 0.670185	 0.0140223	 0.553715	 64.4238	 0.341215	 0.0731692	 3.46707	 26.3836	 	0.807405	0.00844849	0.45544	-43.1069
974	 9.74-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.533623	 -41.6797	 1.38394	 0.680081	 0.0142085	 0.547186	 64.8888	 0.343608	 0.0729283	 3.38792	 26.5971	 	0.804579	0.00854314	0.456979	-43.3729
975	 9.75-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.533956	 -41.8477	 1.36769	 0.690205	 0.0143987	 0.540588	 65.3528	 0.346024	 0.0726863	 3.30813	 26.8132	 	0.801699	0.00863972	0.458526	-43.641
976	 9.76-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.534213	 -42.0111	 1.35142	 0.700563	 0.0145931	 0.533922	 65.8155	 0.348465	 0.0724431	 3.22769	 27.0321	 	0.798762	0.00873826	0.460081	-43.9113
977	 9.77-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.534391	 -42.1695	 1.33514	 0.711163	 0.0147916	 0.527189	 66.2766	 0.350929	 0.0721987	 3.1466	 27.2537	 	0.795769	0.00883882	0.461643	-44.1839
978	 9.78-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.534485	 -42.3226	 1.31884	 0.722013	 0.0149946	 0.520392	 66.736	 0.353419	 0.0719531	 3.06483	 27.4782	 	0.792717	0.00894144	0.463214	-44.4587
979	 9.79-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.534494	 -42.4702	 1.30253	 0.73312	 0.015202	 0.51353	 67.1933	 0.355933	 0.0717064	 2.9824	 27.7056	 	0.789605	0.00904618	0.464792	-44.7357
980	 9.8-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.534412	 -42.6117	 1.2862	 0.744491	 0.0154141	 0.506607	 67.6484	 0.358472	 0.0714585	 2.89928	 27.9359	 	0.786433	0.0091531	0.466379	-45.0151
981	 9.81-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.534237	 -42.747	 1.26987	 0.756136	 0.0156309	 0.499623	 68.1009	 0.361037	 0.0712094	 2.81548	 28.1694	 	0.783198	0.00926225	0.467973	-45.2968
982	 9.82-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.533965	 -42.8756	 1.25353	 0.768062	 0.0158526	 0.492581	 68.5507	 0.363627	 0.0709591	 2.73097	 28.406	 	0.7799	0.00937368	0.469576	-45.5808
983	 9.83-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.533591	 -42.9972	 1.23718	 0.780279	 0.0160794	 0.485483	 68.9973	 0.366244	 0.0707076	 2.64575	 28.6458	 	0.776538	0.00948746	0.471186	-45.8673
984	 9.84-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.533113	 -43.1114	 1.22083	 0.792796	 0.0163113	 0.478331	 69.4405	 0.368887	 0.0704549	 2.55981	 28.8889	 	0.77311	0.00960365	0.472805	-46.1562
985	 9.85-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.532526	 -43.2178	 1.20447	 0.805622	 0.0165486	 0.471128	 69.8799	 0.371557	 0.0702009	 2.47315	 29.1353	 	0.769614	0.0097223	0.474432	-46.4475
986	 9.86-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.531826	 -43.3159	 1.18812	 0.818769	 0.0167915	 0.463875	 70.3153	 0.374254	 0.0699457	 2.38574	 29.3852	 	0.76605	0.00984348	0.476067	-46.7414
987	 9.87-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.531008	 -43.4054	 1.17176	 0.832245	 0.01704	 0.456575	 70.7463	 0.376978	 0.0696893	 2.29758	 29.6386	 	0.762416	0.00996726	0.47771	-47.0378
988	 9.88-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.53007	 -43.4857	 1.15541	 0.846062	 0.0172944	 0.449231	 71.1726	 0.379731	 0.0694316	 2.20867	 29.8955	 	0.758711	0.0100937	0.479362	-47.3367
989	 9.89-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.529005	 -43.5566	 1.13907	 0.860231	 0.0175549	 0.441846	 71.5937	 0.382511	 0.0691726	 2.11898	 30.1561	 	0.754932	0.0102229	0.481022	-47.6383
990	 9.9-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.527811	 -43.6174	 1.12273	 0.874764	 0.0178216	 0.434423	 72.0093	 0.38532	 0.0689123	 2.02851	 30.4204	 	0.75108	0.0103549	0.48269	-47.9425
991	 9.91-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.526483	 -43.6678	 1.1064	 0.889674	 0.0180947	 0.426964	 72.4189	 0.388158	 0.0686508	 1.93725	 30.6884	 	0.747152	0.0104897	0.484367	-48.2494
992	 9.92-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.525015	 -43.7072	 1.09008	 0.904972	 0.0183745	 0.419473	 72.8223	 0.391026	 0.0683879	 1.84519	 30.9603	 	0.743147	0.0106275	0.486052	-48.559
993	 9.93-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.523405	 -43.7352	 1.07378	 0.920672	 0.0186612	 0.411953	 73.2189	 0.393923	 0.0681238	 1.75231	 31.236	 	0.739063	0.0107684	0.487745	-48.8713
994	 9.94-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.521646	 -43.7511	 1.05749	 0.936788	 0.0189549	 0.404407	 73.6082	 0.39685	 0.0678583	 1.6586	 31.5157	 	0.734899	0.0109124	0.489447	-49.1865
995	 9.95-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.519735	 -43.7547	 1.04123	 0.953335	 0.0192559	 0.39684	 73.9899	 0.399808	 0.0675915	 1.56405	 31.7993	 	0.730653	0.0110595	0.491157	-49.5045
996	 9.96-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.517667	 -43.7452	 1.02498	 0.970326	 0.0195646	 0.389254	 74.3633	 0.402797	 0.0673234	 1.46865	 32.0869	 	0.726324	0.0112099	0.492876	-49.8254
997	 9.97-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.515437	 -43.7221	 1.00876	 0.987778	 0.019881	 0.381654	 74.7282	 0.405817	 0.0670539	 1.37239	 32.3785	 	0.72191	0.0113637	0.494604	-50.1491
998	 9.98-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.513041	 -43.685	 0.992562	 1.00571	 0.0202054	 0.374042	 75.0838	 0.408869	 0.0667831	 1.27526	 32.6741	 	0.71741	0.011521	0.49634	-50.4759
999	 9.99-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.510474	 -43.6332	 0.976395	 1.02413	 0.0205383	 0.366424	 75.4297	 0.411953	 0.0665109	 1.17724	 32.9737	 	0.712822	0.0116818	0.498085	-50.8056
1000	 10-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.507731	 -43.5662	 0.96026	 1.04306	 0.0208797	 0.358803	 75.7653	 0.41507	 0.0662373	 1.07831	 33.2774	 	0.708144	0.0118462	0.499838	-51.1384
1001	 10.01-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.504809	 -43.4834	 0.94416	 1.06253	 0.02123	 0.351184	 76.09	 0.41822	 0.0659623	 0.978482	 33.585	 	0.703376	0.0120144	0.5016	-51.4742
1002	 10.02-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.501702	 -43.3843	 0.928098	 1.08254	 0.0215895	 0.34357	 76.4032	 0.421403	 0.065686	 0.877727	 33.8966	 	0.698515	0.0121864	0.503371	-51.8132
1003	 10.03-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.498407	 -43.2683	 0.912078	 1.10312	 0.0219585	 0.335967	 76.7044	 0.42462	 0.0654083	 0.776037	 34.2121	 	0.693559	0.0123624	0.505151	-52.1553
1004	 10.04-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.494919	 -43.1348	 0.896102	 1.12428	 0.0223374	 0.328377	 76.9929	 0.427871	 0.0651291	 0.673401	 34.5314	 	0.688507	0.0125424	0.506939	-52.5006
1005	 10.05-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.491234	 -42.9833	 0.880173	 1.14606	 0.0227264	 0.320807	 77.268	 0.431156	 0.0648486	 0.569807	 34.8545	 	0.683358	0.0127266	0.508736	-52.8492
1006	 10.06-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.487348	 -42.8131	 0.864296	 1.16847	 0.0231259	 0.313261	 77.529	 0.434477	 0.0645667	 0.465243	 35.1811	 	0.67811	0.012915	0.510542	-53.201
1007	 10.07-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.483257	 -42.6237	 0.848474	 1.19153	 0.0235363	 0.305742	 77.7753	 0.437833	 0.0642834	 0.3597	 35.5112	 	0.672761	0.0131079	0.512357	-53.5561
1008	 10.08-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.478958	 -42.4146	 0.832711	 1.21527	 0.023958	 0.298257	 78.0061	 0.441224	 0.0639987	 0.253166	 35.8446	 	0.667311	0.0133052	0.51418	-53.9146
1009	 10.09-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.474447	 -42.1852	 0.817009	 1.23971	 0.0243912	 0.290809	 78.2207	 0.444652	 0.0637126	 0.145632	 36.1811	 	0.661756	0.0135072	0.516013	-54.2764
1010	 10.1-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.469721	 -41.935	 0.801375	 1.26489	 0.0248365	 0.283404	 78.4183	 0.448115	 0.0634251	 0.0370891	 36.5204	 	0.656096	0.0137139	0.517855	-54.6416
1011	 10.11-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.464778	 -41.6634	 0.785811	 1.29081	 0.0252942	 0.276047	 78.5983	 0.451616	 0.0631362	 -0.0724722	 36.8624	 	0.65033	0.0139255	0.519705	-55.0102
1012	 10.12-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.459615	 -41.37	 0.770322	 1.31752	 0.0257647	 0.268741	 78.7597	 0.455153	 0.0628459	 -0.183059	 37.2066	 	0.644455	0.0141422	0.521565	-55.3823
1013	 10.13-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.454229	 -41.0543	 0.754912	 1.34504	 0.0262485	 0.261492	 78.9017	 0.458728	 0.0625543	 -0.294679	 37.5528	 	0.638471	0.014364	0.523433	-55.7578
1014	 10.14-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.44862	 -40.7158	 0.739586	 1.37339	 0.026746	 0.254306	 79.0236	 0.462339	 0.0622614	 -0.407337	 37.9005	 	0.632376	0.0145911	0.52531	-56.1368
1015	 10.15-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.442786	 -40.3541	 0.724349	 1.40262	 0.0272577	 0.247186	 79.1245	 0.465988	 0.0619671	 -0.521039	 38.2494	 	0.626169	0.0148236	0.527197	-56.5193
1016	 10.16-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.436727	 -39.9689	 0.709205	 1.43274	 0.027784	 0.240137	 79.2036	 0.469675	 0.0616715	 -0.635787	 38.5989	 	0.619849	0.0150617	0.529092	-56.9053
1017	 10.17-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.430441	 -39.5598	 0.69416	 1.46379	 0.0283254	 0.233165	 79.2599	 0.473399	 0.0613747	 -0.751583	 38.9485	 	0.613414	0.0153056	0.530997	-57.2948
1018	 10.18-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.423929	 -39.1264	 0.679218	 1.49581	 0.0288824	 0.226273	 79.2926	 0.477161	 0.0610766	 -0.868429	 39.2977	 	0.606865	0.0155554	0.532911	-57.6877
1019	 10.19-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.417193	 -38.6687	 0.664386	 1.52883	 0.0294555	 0.219467	 79.3008	 0.480961	 0.0607773	 -0.986322	 39.6458	 	0.600199	0.0158112	0.534833	-58.0842
1020	 10.2-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.410233	 -38.1862	 0.649668	 1.56288	 0.0300453	 0.212751	 79.2836	 0.484798	 0.0604769	 -1.10526	 39.9921	 	0.593416	0.0160733	0.536765	-58.4841
1021	 10.21-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.403053	 -37.6791	 0.63507	 1.59799	 0.0306521	 0.20613	 79.2401	 0.488673	 0.0601753	 -1.22524	 40.3358	 	0.586515	0.0163417	0.538706	-58.8875
1022	 10.22-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.395655	 -37.147	 0.620598	 1.6342	 0.0312766	 0.199608	 79.1694	 0.492584	 0.0598727	 -1.34624	 40.6761	 	0.579496	0.0166168	0.540655	-59.2942
1023	 10.23-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.388043	 -36.5902	 0.606258	 1.67155	 0.0319192	 0.193188	 79.0705	 0.496533	 0.059569	 -1.46827	 41.0121	 	0.572359	0.0168985	0.542614	-59.7044
1024	 10.24-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.380221	 -36.0086	 0.592056	 1.71007	 0.0325805	 0.186876	 78.9427	 0.500517	 0.0592644	 -1.59131	 41.3428	 	0.565103	0.0171873	0.544582	-60.1178
1025	 10.25-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.372196	 -35.4024	 0.577998	 1.74981	 0.033261	 0.180675	 78.785	 0.504538	 0.0589589	 -1.71534	 41.6673	 	0.557729	0.0174831	0.546558	-60.5345
1026	 10.26-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.363973	 -34.7719	 0.56409	 1.79078	 0.0339612	 0.174589	 78.5966	 0.508593	 0.0586527	 -1.84034	 41.9843	 	0.550236	0.0177863	0.548544	-60.9543
1027	 10.27-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.355559	 -34.1175	 0.550338	 1.83304	 0.0346816	 0.168621	 78.3765	 0.512683	 0.0583457	 -1.96629	 42.2927	 	0.542625	0.0180969	0.550538	-61.3772
1028	 10.28-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.346964	 -33.4395	 0.536749	 1.87662	 0.0354228	 0.162775	 78.1239	 0.516806	 0.058038	 -2.09317	 42.5913	 	0.534897	0.0184153	0.552542	-61.8031
1029	 10.29-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.338197	 -32.7385	 0.523329	 1.92156	 0.0361853	 0.157054	 77.8381	 0.520962	 0.0577299	 -2.22094	 42.8786	 	0.527052	0.0187415	0.554554	-62.2319
1030	 10.3-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.329267	 -32.0153	 0.510085	 1.96788	 0.0369694	 0.15146	 77.5182	 0.52515	 0.0574213	 -2.34958	 43.1534	 	0.519093	0.0190759	0.556575	-62.6635
1031	 10.31-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.320186	 -31.2705	 0.497022	 2.01563	 0.0377758	 0.145997	 77.1636	 0.529367	 0.0571124	 -2.47904	 43.414	 	0.51102	0.0194186	0.558604	-63.0976
1032	 10.32-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.310967	 -30.5051	 0.484149	 2.06483	 0.0386048	 0.140667	 76.7734	 0.533614	 0.0568033	 -2.60928	 43.659	 	0.502836	0.0197699	0.560642	-63.5342
1033	 10.33-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.301623	 -29.7201	 0.47147	 2.11553	 0.0394567	 0.135472	 76.3472	 0.537887	 0.0564941	 -2.74026	 43.8868	 	0.494542	0.0201298	0.562689	-63.9731
1034	 10.34-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.292168	 -28.9167	 0.458992	 2.16774	 0.0403321	 0.130414	 75.8842	 0.542186	 0.056185	 -2.87192	 44.0956	 	0.486142	0.0204988	0.564744	-64.414
1035	 10.35-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.282617	 -28.0961	 0.446722	 2.2215	 0.0412312	 0.125494	 75.3841	 0.546508	 0.0558762	 -3.00421	 44.2837	 	0.477638	0.0208769	0.566807	-64.8569
1036	 10.36-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.272988	 -27.2598	 0.434666	 2.27683	 0.0421544	 0.120714	 74.8463	 0.550852	 0.0555678	 -3.13706	 44.4494	 	0.469033	0.0212645	0.568878	-65.3013
1037	 10.37-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.263298	 -26.4091	 0.422829	 2.33376	 0.0431017	 0.116075	 74.2704	 0.555215	 0.0552599	 -3.2704	 44.5909	 	0.460332	0.0216616	0.570957	-65.7473
1038	 10.38-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.253564	 -25.5458	 0.411218	 2.3923	 0.0440735	 0.111578	 73.6563	 0.559595	 0.0549527	 -3.40418	 44.7063	 	0.451539	0.0220687	0.573045	-66.1943
1039	 10.39-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.243805	 -24.6717	 0.399838	 2.45246	 0.0450698	 0.107222	 73.0037	 0.563989	 0.0546465	 -3.5383	 44.7937	 	0.442658	0.0224857	0.575139	-66.6423
1040	 10.4-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.234042	 -23.7886	 0.388694	 2.51425	 0.0460906	 0.103009	 72.3126	 0.568394	 0.0543414	 -3.67268	 44.8514	 	0.433695	0.0229131	0.577242	-67.0908
1041	 10.41-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.224295	 -22.8984	 0.377792	 2.57769	 0.0471359	 0.0989383	 71.5831	 0.572807	 0.0540375	 -3.80723	 44.8774	 	0.424655	0.023351	0.579351	-67.5395
1042	 10.42-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.214583	 -22.0033	 0.367135	 2.64276	 0.0482055	 0.0950089	 70.8152	 0.577225	 0.0537353	 -3.94186	 44.87	 	0.415545	0.0237996	0.581468	-67.9882
1043	 10.43-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.20493	 -21.1054	 0.35673	 2.70947	 0.0492992	 0.0912203	 70.0092	 0.581646	 0.0534347	 -4.07647	 44.8274	 	0.406371	0.0242592	0.583592	-68.4365
1044	 10.44-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.195355	 -20.2068	 0.346579	 2.77779	 0.0504166	 0.0875717	 69.1657	 0.586064	 0.0531361	 -4.21096	 44.7479	 	0.39714	0.0247299	0.585722	-68.884
1045	 10.45-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.18588	 -19.31	 0.336686	 2.84771	 0.0515574	 0.0840615	 68.2852	 0.590476	 0.0528397	 -4.3452	 44.63	 	0.38786	0.0252119	0.587859	-69.3303
1046	 10.46-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.176528	 -18.4172	 0.327055	 2.9192	 0.0527208	 0.0806884	 67.3683	 0.59488	 0.0525458	 -4.47909	 44.472	 	0.37854	0.0257055	0.590002	-69.775
1047	 10.47-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.167318	 -17.5307	 0.317688	 2.99223	 0.0539062	 0.0774505	 66.4159	 0.599269	 0.0522545	 -4.61251	 44.2727	 	0.369187	0.0262108	0.59215	-70.2177
1048	 10.48-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.158271	 -16.6529	 0.308587	 3.06674	 0.0551128	 0.0743457	 65.4291	 0.603642	 0.0519661	 -4.74532	 44.0309	 	0.359812	0.026728	0.594305	-70.6581
1049	 10.49-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.149408	 -15.7862	 0.299755	 3.14268	 0.0563396	 0.0713718	 64.4091	 0.607992	 0.0516809	 -4.87742	 43.7455	 	0.350423	0.0272572	0.596464	-71.0955
1050	 10.5-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.140748	 -14.9327	 0.291192	 3.21999	 0.0575855	 0.0685263	 63.357	 0.612315	 0.0513991	 -5.00865	 43.4157	 	0.341031	0.0277987	0.598628	-71.5297
1051	 10.51-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.132309	 -14.0948	 0.282899	 3.2986	 0.0588492	 0.0658064	 62.2745	 0.616608	 0.0511209	 -5.1389	 43.0408	 	0.331646	0.0283525	0.600797	-71.9601
1052	 10.52-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.124108	 -13.2746	 0.274877	 3.37843	 0.0601294	 0.0632094	 61.1631	 0.620866	 0.0508466	 -5.26802	 42.6205	 	0.322279	0.0289189	0.60297	-72.3863
1053	 10.53-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.11616	 -12.474	 0.267125	 3.45937	 0.0614245	 0.0607321	 60.0246	 0.625083	 0.0505764	 -5.39588	 42.1547	 	0.31294	0.0294978	0.605147	-72.8078
1054	 10.54-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.108482	 -11.6952	 0.259642	 3.54135	 0.0627329	 0.0583715	 58.861	 0.629256	 0.0503106	 -5.52235	 41.6435	 	0.303642	0.0300894	0.607327	-73.2243
1055	 10.55-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.101084	 -10.9397	 0.252427	 3.62423	 0.0640528	 0.0561243	 57.6742	 0.63338	 0.0500494	 -5.64728	 41.0873	 	0.294395	0.0306938	0.60951	-73.6351
1056	 10.56-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.0939774	 -10.2092	 0.245478	 3.70791	 0.0653823	 0.053987	 56.4666	 0.63745	 0.049793	 -5.77054	 40.4868	 	0.285211	0.0313109	0.611696	-74.04
1057	 10.57-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.0871721	 -9.50525	 0.238792	 3.79226	 0.0667194	 0.0519562	 55.2403	 0.641462	 0.0495416	 -5.892	 39.843	 	0.276102	0.031941	0.613884	-74.4384
1058	 10.58-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.0806751	 -8.82895	 0.232366	 3.87713	 0.0680619	 0.0500283	 53.9978	 0.645411	 0.0492955	 -6.01153	 39.1573	 	0.267079	0.0325839	0.616073	-74.83
1059	 10.59-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.0744913	 -8.18138	 0.226197	 3.9624	 0.0694075	 0.0481998	 52.7415	 0.649293	 0.0490548	 -6.129	 38.4312	 	0.258155	0.0332396	0.618264	-75.2143
1060	 10.6-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.0686241	 -7.56336	 0.220282	 4.04791	 0.0707541	 0.046467	 51.4742	 0.653104	 0.0488197	 -6.2443	 37.6665	 	0.249339	0.0339082	0.620455	-75.591
1061	 10.61-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.0630748	 -6.9755	 0.214615	 4.13351	 0.0720993	 0.0448263	 50.1982	 0.656841	 0.0485904	 -6.35729	 36.8654	 	0.240643	0.0345896	0.622647	-75.9596
1062	 10.62-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.0578427	 -6.4182	 0.209192	 4.21904	 0.0734406	 0.0432741	 48.9165	 0.660499	 0.048367	 -6.46789	 36.0304	 	0.232079	0.0352836	0.624838	-76.3199
1063	 10.63-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.0529251	 -5.89162	 0.204007	 4.30434	 0.0747757	 0.0418067	 47.6316	 0.664074	 0.0481497	 -6.57598	 35.164	 	0.223656	0.0359902	0.627029	-76.6716
1064	 10.64-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.048318	 -5.39574	 0.199057	 4.38926	 0.076102	 0.0404205	 46.3462	 0.667565	 0.0479385	 -6.68147	 34.269	 	0.215385	0.0367093	0.629218	-77.0143
1065	 10.65-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.0440151	 -4.93032	 0.194334	 4.47362	 0.0774172	 0.0391121	 45.0631	 0.670967	 0.0477336	 -6.78428	 33.3485	 	0.207274	0.0374407	0.631405	-77.3478
1066	 10.66-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.0400092	 -4.49494	 0.189832	 4.55728	 0.0787189	 0.0378778	 43.7849	 0.674279	 0.047535	 -6.88433	 32.4056	 	0.199333	0.0381842	0.63359	-77.6718
1067	 10.67-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.0362912	 -4.089	 0.185546	 4.64006	 0.0800047	 0.0367144	 42.5142	 0.677498	 0.0473429	 -6.98154	 31.4436	 	0.191569	0.0389397	0.635773	-77.9862
1068	 10.68-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.0328512	 -3.71173	 0.181469	 4.72183	 0.0812725	 0.0356184	 41.2535	 0.680622	 0.0471571	 -7.07587	 30.4659	 	0.183991	0.0397069	0.637952	-78.2909
1069	 10.69-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.029678	 -3.36225	 0.177594	 4.80243	 0.08252	 0.0345866	 40.0054	 0.683649	 0.0469779	 -7.16727	 29.4759	 	0.176604	0.0404856	0.640128	-78.5857
1070	 10.7-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.0267598	 -3.03953	 0.173916	 4.88172	 0.0837452	 0.0336158	 38.7722	 0.686578	 0.0468051	 -7.2557	 28.4769	 	0.169415	0.0412756	0.642299	-78.8704
1071	 10.71-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.0240839	 -2.74244	 0.170426	 4.95957	 0.0849461	 0.0327028	 37.5561	 0.689408	 0.0466388	 -7.34113	 27.4725	 	0.162428	0.0420765	0.644465	-79.1452
