iteration	t(ms)	m	h	n	V(mV)	E_L(mV)	g_L(mS_per_cm2)	Cm(microF_per_cm2)	E_K(mV)	g_K(milliS_per_cm2)	E_Na(mV)	g_Na(mS_per_cm2)	i_stim(microA_per_cm2)	Na_conductance(mS_per_cm2)	i_Na(microA_per_cm2)	alpha_m(per_ms)	beta_m(per_ms)	alpha_h(per_ms)	beta_h(per_ms)	i_K(microA_per_cm2)	alpha_n(per_ms)	beta_n(per_ms)	i_L(microA_per_cm2)	i_tot(microA_per_cm2)
557	5.57	0.051413766	0.604005674	0.316886729	-75.22102861	-64.387	0.3	1	-87	36	40	120	0	0.009846742	-1.13456255	0.220162831	4.049666289	0.070781761	0.046432427	4.275746394	0.057449068	0.125347548	-3.250536642	-0.109352798
558	5.58	0.051420399	0.604005466	0.316881992	-75.21993548	-64.387	0.3	1	-87	36	40	120	0	0.009850551	-1.134990603	0.220179463	4.049420273	0.070777891	0.046437269	4.275885581	0.057452735	0.125345835	-3.250208584	-0.109313606
559	5.59	0.051427032	0.604005215	0.316877294	-75.21884275	-64.387	0.3	1	-87	36	40	120	0	0.00985436	-1.135418755	0.220196091	4.04917436	0.070774022	0.04644211	4.276026706	0.057456402	0.125344122	-3.249880643	-0.109272692
560	5.6	0.051433667	0.604004919	0.316872635	-75.21775045	-64.387	0.3	1	-87	36	40	120	0	0.009858171	-1.135846997	0.220212713	4.048928554	0.070770156	0.046446949	4.276169759	0.057460067	0.12534241	-3.249552825	-0.109230063
561	5.61	0.051440302	0.604004579	0.316868015	-75.21665859	-64.387	0.3	1	-87	36	40	120	0	0.009861981	-1.136275323	0.22022933	4.048682859	0.070766291	0.046451787	4.276314729	0.05746373	0.125340699	-3.249225135	-0.109185729
562	5.62	0.051446938	0.604004195	0.316863434	-75.21556719	-64.387	0.3	1	-87	36	40	120	0	0.009865793	-1.136703725	0.220245941	4.048437279	0.070762427	0.046456624	4.276461606	0.057467393	0.125338988	-3.248897577	-0.109139696
563	5.63	0.051453574	0.604003766	0.316858892	-75.21447627	-64.387	0.3	1	-87	36	40	120	0	0.009869605	-1.137132196	0.220262546	4.048191816	0.070758566	0.046461459	4.276610381	0.057471054	0.125337278	-3.248570158	-0.109091973
564	5.64	0.051460211	0.604003294	0.316854389	-75.21338585	-64.387	0.3	1	-87	36	40	120	0	0.009873418	-1.137560728	0.220279145	4.047946477	0.070754706	0.046466292	4.276761042	0.057474713	0.125335569	-3.248242882	-0.109042568
565	5.65	0.051466848	0.604002778	0.316849924	-75.21229593	-64.387	0.3	1	-87	36	40	120	0	0.009877232	-1.137989314	0.220295737	4.047701263	0.070750849	0.046471124	4.276913579	0.057478371	0.12533386	-3.247915755	-0.108991489
566	5.66	0.051473486	0.604002218	0.316845498	-75.21120655	-64.387	0.3	1	-87	36	40	120	0	0.009881046	-1.138417946	0.220312323	4.047456178	0.070746993	0.046475954	4.277067983	0.057482028	0.125332153	-3.24758878	-0.108938744
567	5.67	0.051480123	0.604001615	0.31684111	-75.2101177	-64.387	0.3	1	-87	36	40	120	0	0.00988486	-1.138846619	0.220328902	4.047211228	0.07074314	0.046480781	4.277224242	0.057485683	0.125330446	-3.247261964	-0.108884341
568	5.68	0.05148676	0.604000967	0.31683676	-75.20902942	-64.387	0.3	1	-87	36	40	120	0	0.009888674	-1.139275324	0.220345474	4.046966414	0.070739289	0.046485608	4.277382348	0.057489336	0.12532874	-3.246935311	-0.108828287
569	5.69	0.051493397	0.604000276	0.316832449	-75.20794171	-64.387	0.3	1	-87	36	40	120	0	0.009892489	-1.139704054	0.220362038	4.046721741	0.070735439	0.046490432	4.277542289	0.057492988	0.125327036	-3.246608826	-0.108770591
570	5.7	0.051500034	0.603999542	0.316828176	-75.2068546	-64.387	0.3	1	-87	36	40	120	0	0.009896304	-1.140132802	0.220378595	4.046477213	0.070731593	0.046495253	4.277704055	0.057496638	0.125325332	-3.246282514	-0.108711261
571	5.71	0.051506671	0.603998764	0.316823941	-75.2057681	-64.387	0.3	1	-87	36	40	120	0	0.009900119	-1.14056156	0.220395144	4.046232833	0.070727748	0.046500073	4.277867637	0.057500286	0.125323629	-3.245956381	-0.108650304
572	5.72	0.051513307	0.603997942	0.316819745	-75.20468222	-64.387	0.3	1	-87	36	40	120	0	0.009903934	-1.140990323	0.220411684	4.045988604	0.070723906	0.046504891	4.278033024	0.057503932	0.125321926	-3.24563043	-0.108587729
573	5.73	0.051519942	0.603997077	0.316815586	-75.20359699	-64.387	0.3	1	-87	36	40	120	0	0.009907749	-1.141419082	0.220428216	4.045744531	0.070720066	0.046509706	4.278200205	0.057507576	0.125320225	-3.245304666	-0.108523543
574	5.74	0.051526577	0.603996169	0.316811465	-75.20251241	-64.387	0.3	1	-87	36	40	120	0	0.009911564	-1.141847831	0.220444739	4.045500617	0.070716229	0.046514519	4.278369172	0.057511218	0.125318525	-3.244979096	-0.108457754
575	5.75	0.051533211	0.603995218	0.316807382	-75.2014285	-64.387	0.3	1	-87	36	40	120	0	0.009915379	-1.142276562	0.220461254	4.045256866	0.070712394	0.046519329	4.278539914	0.057514859	0.125316826	-3.244653723	-0.108390371
576	5.76	0.051539844	0.603994224	0.316803336	-75.20034529	-64.387	0.3	1	-87	36	40	120	0	0.009919194	-1.142705268	0.220477759	4.04501328	0.070708562	0.046524137	4.27871242	0.057518497	0.125315129	-3.244328551	-0.1083214
577	5.77	0.051546476	0.603993187	0.316799328	-75.19926278	-64.387	0.3	1	-87	36	40	120	0	0.009923008	-1.143133943	0.220494255	4.044769864	0.070704732	0.046528943	4.278886681	0.057522133	0.125313432	-3.244003587	-0.10825085
578	5.78	0.051553107	0.603992106	0.316795358	-75.198181	-64.387	0.3	1	-87	36	40	120	0	0.009926822	-1.14356258	0.220510741	4.044526622	0.070700906	0.046533745	4.279062687	0.057525767	0.125311736	-3.243678835	-0.108178728
579	5.79	0.051559737	0.603990983	0.316791425	-75.19709994	-64.387	0.3	1	-87	36	40	120	0	0.009930636	-1.143991171	0.220527217	4.044283556	0.070697081	0.046538545	4.279240427	0.057529398	0.125310042	-3.243354299	-0.108105042
580	5.8	0.051566365	0.603989817	0.31678753	-75.19601965	-64.387	0.3	1	-87	36	40	120	0	0.009934449	-1.144419709	0.220543683	4.04404067	0.07069326	0.046543342	4.279419892	0.057533028	0.125308348	-3.243029983	-0.108029801
581	5.81	0.051572992	0.603988609	0.316783671	-75.19494012	-64.387	0.3	1	-87	36	40	120	0	0.009938262	-1.144848188	0.220560139	4.043797968	0.070689442	0.046548137	4.279601071	0.057536654	0.125306656	-3.242705894	-0.107953011
582	5.82	0.051579618	0.603987358	0.31677985	-75.19386137	-64.387	0.3	1	-87	36	40	120	0	0.009942074	-1.145276601	0.220576584	4.043555453	0.070685626	0.046552928	4.279783955	0.057540279	0.125304965	-3.242382035	-0.107874681
583	5.83	0.051586241	0.603986064	0.316776066	-75.19278342	-64.387	0.3	1	-87	36	40	120	0	0.009945885	-1.14570494	0.220593018	4.043313129	0.070681814	0.046557716	4.279968533	0.057543901	0.125303276	-3.242058411	-0.107794818
584	5.84	0.051592863	0.603984727	0.316772319	-75.19170629	-64.387	0.3	1	-87	36	40	120	0	0.009949696	-1.1461332	0.220609441	4.043070998	0.070678004	0.046562502	4.280154796	0.057547521	0.125301587	-3.241735026	-0.107713431
585	5.85	0.051599483	0.603983349	0.316768609	-75.19062998	-64.387	0.3	1	-87	36	40	120	0	0.009953506	-1.146561373	0.220625852	4.042829065	0.070674198	0.046567284	4.280342733	0.057551138	0.1252999	-3.241411886	-0.107630525
586	5.86	0.051606101	0.603981928	0.316764936	-75.18955452	-64.387	0.3	1	-87	36	40	120	0	0.009957316	-1.146989452	0.220642252	4.042587332	0.070670395	0.046572063	4.280532336	0.057554752	0.125298215	-3.241088995	-0.107546111
587	5.87	0.051612717	0.603980465	0.316761299	-75.18847992	-64.387	0.3	1	-87	36	40	120	0	0.009961124	-1.14741743	0.220658641	4.042345803	0.070666595	0.046576838	4.280723593	0.057558364	0.12529653	-3.240766356	-0.107460194
588	5.88	0.051619331	0.603978959	0.316757699	-75.18740619	-64.387	0.3	1	-87	36	40	120	0	0.009964931	-1.147845302	0.220675017	4.042104482	0.070662798	0.046581611	4.280916495	0.057561973	0.125294847	-3.240443976	-0.107372783
589	5.89	0.051625943	0.603977412	0.316754136	-75.18633335	-64.387	0.3	1	-87	36	40	120	0	0.009968738	-1.148273059	0.220691381	4.041863371	0.070659004	0.046586379	4.281111032	0.057565579	0.125293165	-3.240121857	-0.107283885
590	5.9	0.051632552	0.603975823	0.316750609	-75.18526142	-64.387	0.3	1	-87	36	40	120	0	0.009972543	-1.148700696	0.220707733	4.041622475	0.070655214	0.046591145	4.281307194	0.057569183	0.125291485	-3.239800006	-0.107193508
591	5.91	0.051639159	0.603974191	0.316747119	-75.1841904	-64.387	0.3	1	-87	36	40	120	0	0.009976348	-1.149128206	0.220724071	4.041381795	0.070651427	0.046595907	4.281504971	0.057572783	0.125289806	-3.239478425	-0.10710166
592	5.92	0.051645763	0.603972518	0.316743664	-75.18312032	-64.387	0.3	1	-87	36	40	120	0	0.009980151	-1.149555582	0.220740397	4.041141337	0.070647644	0.046600665	4.281704354	0.057576381	0.125288129	-3.23915712	-0.107008348
593	5.93	0.051652364	0.603970803	0.316740246	-75.18205118	-64.387	0.3	1	-87	36	40	120	0	0.009983953	-1.149982817	0.22075671	4.040901102	0.070643864	0.046605419	4.281905332	0.057579976	0.125286453	-3.238836095	-0.10691358
594	5.94	0.051658963	0.603969047	0.316736864	-75.18098301	-64.387	0.3	1	-87	36	40	120	0	0.009987753	-1.150409905	0.220773009	4.040661094	0.070640088	0.04661017	4.282107896	0.057583567	0.125284779	-3.238515354	-0.106817363
595	5.95	0.051665559	0.603967249	0.316733518	-75.17991581	-64.387	0.3	1	-87	36	40	120	0	0.009991552	-1.150836839	0.220789295	4.040421316	0.070636315	0.046614917	4.282312036	0.057587156	0.125283106	-3.238194902	-0.106719705
596	5.96	0.051672151	0.603965409	0.316730208	-75.1788496	-64.387	0.3	1	-87	36	40	120	0	0.00999535	-1.151263612	0.220805567	4.040181772	0.070632546	0.04661966	4.282517742	0.057590742	0.125281435	-3.237874743	-0.106620614
597	5.97	0.051678741	0.603963529	0.316726934	-75.1777844	-64.387	0.3	1	-87	36	40	120	0	0.009999147	-1.151690219	0.220821824	4.039942464	0.070628781	0.046624399	4.282725004	0.057594324	0.125279765	-3.237554881	-0.106520096
598	5.98	0.051685327	0.603961606	0.316723696	-75.17672022	-64.387	0.3	1	-87	36	40	120	0	0.010002942	-1.152116652	0.220838068	4.039703396	0.070625019	0.046629134	4.282933813	0.057597903	0.125278097	-3.237235321	-0.10641816
599	5.99	0.051691911	0.603959643	0.316720493	-75.17565707	-64.387	0.3	1	-87	36	40	120	0	0.010006735	-1.152542905	0.220854297	4.039464571	0.070621261	0.046633865	4.283144159	0.057601479	0.125276431	-3.236916067	-0.106314813
600	6	0.051698491	0.603957639	0.316717325	-75.17459497	-64.387	0.3	1	-87	36	40	120	0	0.010010527	-1.152968972	0.220870511	4.039225992	0.070617508	0.046638592	4.283356032	0.057605052	0.125274766	-3.236597122	-0.106210062
601	6.01	0.051705067	0.603955593	0.316714193	-75.17353393	-64.387	0.3	1	-87	36	40	120	0	0.010014316	-1.153394846	0.22088671	4.038987662	0.070613757	0.046643315	4.283569422	0.057608621	0.125273103	-3.236278492	-0.106103916
602	6.02	0.05171164	0.603953507	0.316711097	-75.17247397	-64.387	0.3	1	-87	36	40	120	0	0.010018105	-1.15382052	0.220902894	4.038749584	0.070610011	0.046648033	4.28378432	0.057612187	0.125271441	-3.23596018	-0.10599638
603	6.03	0.051718209	0.60395138	0.316708036	-75.1714151	-64.387	0.3	1	-87	36	40	120	0	0.010021891	-1.154245989	0.220919063	4.038511762	0.070606269	0.046652747	4.284000716	0.057615749	0.125269781	-3.235642191	-0.105887464
604	6.04	0.051724774	0.603949212	0.316705009	-75.17035732	-64.387	0.3	1	-87	36	40	120	0	0.010025676	-1.154671246	0.220935216	4.038274198	0.070602531	0.046657457	4.284218601	0.057619308	0.125268123	-3.235324529	-0.105777173
605	6.05	0.051731336	0.603947003	0.316702018	-75.16930067	-64.387	0.3	1	-87	36	40	120	0	0.010029458	-1.155096284	0.220951353	4.038036895	0.070598797	0.046662162	4.284437964	0.057622864	0.125266467	-3.235007197	-0.105665517
606	6.06	0.051737893	0.603944754	0.316699062	-75.16824514	-64.387	0.3	1	-87	36	40	120	0	0.010033239	-1.155521097	0.220967475	4.037799857	0.070595067	0.046666863	4.284658797	0.057626415	0.125264812	-3.234690201	-0.105552501
607	6.07	0.051744447	0.603942464	0.316696141	-75.16719076	-64.387	0.3	1	-87	36	40	120	0	0.010037017	-1.155945679	0.22098358	4.037563086	0.070591342	0.046671559	4.284881088	0.057629964	0.12526316	-3.234373543	-0.105438134
608	6.08	0.051750996	0.603940134	0.316693255	-75.16613754	-64.387	0.3	1	-87	36	40	120	0	0.010040794	-1.156370024	0.220999668	4.037326586	0.07058762	0.046676251	4.28510483	0.057633508	0.125261509	-3.234057229	-0.105322422
609	6.09	0.051757541	0.603937763	0.316690403	-75.16508548	-64.387	0.3	1	-87	36	40	120	0	0.010044568	-1.156794125	0.221015741	4.037090359	0.070583903	0.046680938	4.285330012	0.057637049	0.12525986	-3.233741261	-0.105205374
610	6.1	0.051764082	0.603935353	0.316687586	-75.16403461	-64.387	0.3	1	-87	36	40	120	0	0.01004834	-1.157217976	0.221031796	4.036854408	0.07058019	0.04668562	4.285556625	0.057640586	0.125258212	-3.233425645	-0.105086996
611	6.11	0.051770618	0.603932902	0.316684804	-75.16298494	-64.387	0.3	1	-87	36	40	120	0	0.01005211	-1.15764157	0.221047834	4.036618737	0.070576482	0.046690297	4.285784658	0.057644119	0.125256567	-3.233110384	-0.104967296
612	6.12	0.05177715	0.603930411	0.316682055	-75.16193648	-64.387	0.3	1	-87	36	40	120	0	0.010055878	-1.158064903	0.221063855	4.036383348	0.070572778	0.046694969	4.286014104	0.057647649	0.125254924	-3.232795482	-0.104846281
613	6.13	0.051783677	0.603927881	0.316679341	-75.16088924	-64.387	0.3	1	-87	36	40	120	0	0.010059643	-1.158487967	0.221079858	4.036148244	0.070569078	0.046699637	4.286244951	0.057651174	0.125253282	-3.232480944	-0.104723959
614	6.14	0.0517902	0.60392531	0.316676662	-75.15984324	-64.387	0.3	1	-87	36	40	120	0	0.010063406	-1.158910756	0.221095844	4.035913427	0.070565383	0.046704299	4.286477191	0.057654695	0.125251642	-3.232166772	-0.104600336
615	6.15	0.051796717	0.6039227	0.316674016	-75.15879848	-64.387	0.3	1	-87	36	40	120	0	0.010067166	-1.159333264	0.221111812	4.035678902	0.070561693	0.046708956	4.286710814	0.057658213	0.125250005	-3.231852971	-0.104475421
616	6.16	0.05180323	0.60392005	0.316671405	-75.15775499	-64.387	0.3	1	-87	36	40	120	0	0.010070924	-1.159755485	0.221127762	4.03544467	0.070558007	0.046713609	4.286945811	0.057661726	0.125248369	-3.231539544	-0.104349219
617	6.17	0.051809738	0.603917361	0.316668827	-75.15671277	-64.387	0.3	1	-87	36	40	120	0	0.010074679	-1.160177413	0.221143693	4.035210735	0.070554326	0.046718256	4.287182171	0.057665236	0.125246735	-3.231226497	-0.104221739
618	6.18	0.051816241	0.603914632	0.316666284	-75.15567184	-64.387	0.3	1	-87	36	40	120	0	0.010078432	-1.160599043	0.221159606	4.034977099	0.070550649	0.046722897	4.287419887	0.057668741	0.125245104	-3.230913832	-0.104092988
619	6.19	0.051822738	0.603911864	0.316663774	-75.15463221	-64.387	0.3	1	-87	36	40	120	0	0.010082181	-1.161020367	0.221175501	4.034743766	0.070546977	0.046727534	4.287658947	0.057672242	0.125243474	-3.230601553	-0.103962972
620	6.2	0.051829231	0.603909056	0.316661297	-75.1535939	-64.387	0.3	1	-87	36	40	120	0	0.010085928	-1.161441379	0.221191376	4.034510737	0.07054331	0.046732165	4.287899343	0.057675739	0.125241846	-3.230289664	-0.1038317
621	6.21	0.051835718	0.60390621	0.316658854	-75.1525569	-64.387	0.3	1	-87	36	40	120	0	0.010089673	-1.161862075	0.221207233	4.034278016	0.070539648	0.046736791	4.288141066	0.057679232	0.125240221	-3.229978169	-0.103699178
622	6.22	0.051842199	0.603903324	0.316656445	-75.15152125	-64.387	0.3	1	-87	36	40	120	0	0.010093414	-1.162282448	0.22122307	4.034045605	0.070535991	0.046741411	4.288384106	0.05768272	0.125238598	-3.229667071	-0.103565413
623	6.23	0.051848676	0.6039004	0.316654069	-75.15048695	-64.387	0.3	1	-87	36	40	120	0	0.010097153	-1.162702491	0.221238888	4.033813508	0.070532338	0.046746026	4.288628453	0.057686204	0.125236976	-3.229356375	-0.103430413
624	6.24	0.051855146	0.603897436	0.316651726	-75.149454	-64.387	0.3	1	-87	36	40	120	0	0.010100888	-1.1631222	0.221254686	4.033581726	0.070528691	0.046750635	4.288874099	0.057689684	0.125235357	-3.229046084	-0.103294184
625	6.25	0.051861611	0.603894434	0.316649417	-75.14842244	-64.387	0.3	1	-87	36	40	120	0	0.010104621	-1.163541567	0.221270464	4.033350263	0.070525048	0.046755239	4.289121033	0.057693159	0.12523374	-3.228736201	-0.103156735
626	6.26	0.05186807	0.603891393	0.31664714	-75.14739226	-64.387	0.3	1	-87	36	40	120	0	0.01010835	-1.163960588	0.221286223	4.033119121	0.070521411	0.046759836	4.289369248	0.05769663	0.125232125	-3.228426731	-0.103018071
627	6.27	0.051874523	0.603888314	0.316644897	-75.14636347	-64.387	0.3	1	-87	36	40	120	0	0.010112077	-1.164379256	0.221301961	4.032888303	0.070517778	0.046764428	4.289618732	0.057700096	0.125230513	-3.228117677	-0.102878201
628	6.28	0.051880971	0.603885196	0.316642686	-75.1453361	-64.387	0.3	1	-87	36	40	120	0	0.0101158	-1.164797566	0.221317678	4.032657812	0.070514151	0.046769015	4.289869478	0.057703557	0.125228902	-3.227809042	-0.10273713
629	6.29	0.051887412	0.60388204	0.316640508	-75.14431015	-64.387	0.3	1	-87	36	40	120	0	0.01011952	-1.165215512	0.221333375	4.032427649	0.070510529	0.046773595	4.290121475	0.057707015	0.125227294	-3.227500831	-0.102594867
630	6.3	0.051893847	0.603878846	0.316638363	-75.14328564	-64.387	0.3	1	-87	36	40	120	0	0.010123237	-1.165633087	0.221349052	4.032197819	0.070506912	0.04677817	4.290374715	0.057710467	0.125225688	-3.227193046	-0.102451418
631	6.31	0.051900276	0.603875613	0.31663625	-75.14226257	-64.387	0.3	1	-87	36	40	120	0	0.01012695	-1.166050287	0.221364707	4.031968323	0.0705033	0.046782738	4.290629188	0.057713915	0.125224084	-3.226885692	-0.102306791
632	6.32	0.051906699	0.603872342	0.31663417	-75.14124096	-64.387	0.3	1	-87	36	40	120	0	0.01013066	-1.166467105	0.221380341	4.031739164	0.070499694	0.046787301	4.290884885	0.057717358	0.125222483	-3.226578771	-0.102160991
633	6.33	0.051913115	0.603869034	0.316632122	-75.14022082	-64.387	0.3	1	-87	36	40	120	0	0.010134367	-1.166883536	0.221395954	4.031510345	0.070496093	0.046791857	4.291141797	0.057720796	0.125220884	-3.226272288	-0.102014027
634	6.34	0.051919525	0.603865687	0.316630106	-75.13920216	-64.387	0.3	1	-87	36	40	120	0	0.01013807	-1.167299574	0.221411546	4.031281868	0.070492497	0.046796407	4.291399915	0.05772423	0.125219287	-3.225966246	-0.101865906
635	6.35	0.051925928	0.603862303	0.316628123	-75.138185	-64.387	0.3	1	-87	36	40	120	0	0.010141769	-1.167715214	0.221427116	4.031053735	0.070488907	0.046800951	4.291659229	0.057727658	0.125217693	-3.225660649	-0.101716634
636	6.36	0.051932325	0.603858882	0.316626171	-75.13716933	-64.387	0.3	1	-87	36	40	120	0	0.010145465	-1.168130449	0.221442663	4.03082595	0.070485322	0.046805489	4.29191973	0.057731082	0.125216101	-3.225355499	-0.101566218
637	6.37	0.051938715	0.603855422	0.316624252	-75.13615519	-64.387	0.3	1	-87	36	40	120	0	0.010149158	-1.168545274	0.221458189	4.030598514	0.070481743	0.046810021	4.29218141	0.057734501	0.125214511	-3.2250508	-0.101414665
638	6.38	0.051945098	0.603851925	0.316622364	-75.13514257	-64.387	0.3	1	-87	36	40	120	0	0.010152846	-1.168959684	0.221473693	4.030371431	0.070478169	0.046814546	4.292444258	0.057737915	0.125212924	-3.224746556	-0.101261982
639	6.39	0.051951474	0.603848391	0.316620508	-75.13413149	-64.387	0.3	1	-87	36	40	120	0	0.010156531	-1.169373673	0.221489174	4.030144702	0.070474601	0.046819065	4.292708267	0.057741324	0.125211339	-3.22444277	-0.101108177
640	6.4	0.051957844	0.60384482	0.316618684	-75.13312195	-64.387	0.3	1	-87	36	40	120	0	0.010160212	-1.169787236	0.221504633	4.02991833	0.070471038	0.046823577	4.292973426	0.057744728	0.125209756	-3.224139446	-0.100953255
641	6.41	0.051964206	0.603841212	0.316616892	-75.13211398	-64.387	0.3	1	-87	36	40	120	0	0.01016389	-1.170200366	0.221520069	4.029692318	0.070467481	0.046828083	4.293239727	0.057748127	0.125208176	-3.223836586	-0.100797225
642	6.42	0.051970561	0.603837566	0.316615131	-75.13110758	-64.387	0.3	1	-87	36	40	120	0	0.010167563	-1.170613059	0.221535481	4.029466668	0.07046393	0.046832582	4.293507161	0.057751521	0.125206599	-3.223534194	-0.100640092
643	6.43	0.05197691	0.603833884	0.316613401	-75.13010276	-64.387	0.3	1	-87	36	40	120	0	0.010171233	-1.171025308	0.221550871	4.029241382	0.070460384	0.046837075	4.293775718	0.05775491	0.125205024	-3.223232274	-0.100481864
644	6.44	0.05198325	0.603830165	0.316611702	-75.12909954	-64.387	0.3	1	-87	36	40	120	0	0.010174898	-1.171437109	0.221566238	4.029016463	0.070456844	0.046841561	4.29404539	0.057758293	0.125203451	-3.222930828	-0.100322547
645	6.45	0.051989584	0.603826409	0.316610035	-75.12809791	-64.387	0.3	1	-87	36	40	120	0	0.01017856	-1.171848456	0.221581581	4.028791913	0.07045331	0.04684604	4.294316168	0.057761671	0.125201881	-3.222629861	-0.100162149
646	6.46	0.05199591	0.603822617	0.316608399	-75.12709791	-64.387	0.3	1	-87	36	40	120	0	0.010182218	-1.172259344	0.221596901	4.028567734	0.070449782	0.046850513	4.294588042	0.057765044	0.125200313	-3.222329374	-0.100000676
647	6.47	0.052002229	0.603818788	0.316606794	-75.12609953	-64.387	0.3	1	-87	36	40	120	0	0.010185871	-1.172669767	0.221612196	4.02834393	0.070446259	0.046854979	4.294861004	0.057768412	0.125198748	-3.222029372	-0.099838135
648	6.48	0.05200854	0.603814923	0.316605219	-75.12510278	-64.387	0.3	1	-87	36	40	120	0	0.01018952	-1.17307972	0.221627468	4.028120501	0.070442743	0.046859438	4.295135045	0.057771775	0.125197186	-3.221729858	-0.099674533
