iteration	t(ms)	m	h	n	V(mV)	E_L(mV)	g_L(mS_per_cm2)	Cm(microF_per_cm2)	E_K(mV)	g_K(milliS_per_cm2)	E_Na(mV)	g_Na(mS_per_cm2)	i_stim(microA_per_cm2)	Na_conductance(mS_per_cm2)	i_Na(microA_per_cm2)	alpha_m(per_ms)	beta_m(per_ms)	alpha_h(per_ms)	beta_h(per_ms)	i_K(microA_per_cm2)	alpha_n(per_ms)	beta_n(per_ms)	i_L(microA_per_cm2)	i_tot(microA_per_cm2)
892	8.92	0.053188825	0.602076307	0.316891246	-74.94753223	-64.387	0.3	1	-87	36	40	120	0	0.010869908	-1.249473696	0.224367088	3.988451997	0.069818093	0.047661532	4.37510152	0.058374137	0.124918712	-3.168287649	-0.042659825
893	8.93	0.05319186	0.602067153	0.31689416	-74.94710815	-64.387	0.3	1	-87	36	40	120	0	0.010871613	-1.249665072	0.224373684	3.988357472	0.069816603	0.047663469	4.375416971	0.058375585	0.124918046	-3.168159669	-0.04240777
894	8.94	0.053194879	0.602057993	0.316897081	-74.94668659	-64.387	0.3	1	-87	36	40	120	0	0.010873308	-1.249855365	0.224380241	3.988263508	0.069815123	0.047665394	4.375731891	0.058377025	0.124917384	-3.168032446	-0.04215592
895	8.95	0.053197882	0.602048826	0.316900009	-74.94626755	-64.387	0.3	1	-87	36	40	120	0	0.010874994	-1.250044576	0.224386759	3.988170104	0.069813652	0.047667307	4.376046277	0.058378456	0.124916726	-3.167905978	-0.041904277
896	8.96	0.053200869	0.602039652	0.316902943	-74.94585102	-64.387	0.3	1	-87	36	40	120	0	0.010876671	-1.250232704	0.224393239	3.98807726	0.069812189	0.04766921	4.376360124	0.058379879	0.124916071	-3.167780265	-0.041652846
897	8.97	0.053203841	0.602030473	0.316905883	-74.94543701	-64.387	0.3	1	-87	36	40	120	0	0.010878337	-1.250419751	0.224399679	3.987984975	0.069810735	0.047671101	4.376673429	0.058381293	0.124915421	-3.167655307	-0.041401629
898	8.98	0.053206796	0.602021286	0.316908829	-74.9450255	-64.387	0.3	1	-87	36	40	120	0	0.010879994	-1.250605716	0.224406082	3.987893249	0.06980929	0.04767298	4.376986188	0.058382699	0.124914774	-3.167531102	-0.04115063
899	8.99	0.053209737	0.602012094	0.316911782	-74.9446165	-64.387	0.3	1	-87	36	40	120	0	0.010881642	-1.2507906	0.224412445	3.987802081	0.069807853	0.047674848	4.377298398	0.058384096	0.124914132	-3.16740765	-0.040899852
900	9	0.053212661	0.602002896	0.316914741	-74.94421001	-64.387	0.3	1	-87	36	40	120	0	0.01088328	-1.250974403	0.22441877	3.987711471	0.069806426	0.047676705	4.377610054	0.058385484	0.124913493	-3.167284951	-0.040649299
901	9.01	0.053215569	0.601993691	0.316917706	-74.94380602	-64.387	0.3	1	-87	36	40	120	0	0.010884908	-1.251157125	0.224425056	3.987621417	0.069805007	0.047678551	4.377921152	0.058386865	0.124912859	-3.167163003	-0.040398975
902	9.02	0.053218462	0.601984481	0.316920676	-74.94340453	-64.387	0.3	1	-87	36	40	120	0	0.010886526	-1.251338766	0.224431303	3.987531921	0.069803597	0.047680385	4.37823169	0.058388236	0.124912228	-3.167041806	-0.040148882
903	9.03	0.053221339	0.601975265	0.316923653	-74.94300554	-64.387	0.3	1	-87	36	40	120	0	0.010888135	-1.251519328	0.224437513	3.98744298	0.069802196	0.047682208	4.378541662	0.0583896	0.124911601	-3.166921359	-0.039899025
904	9.04	0.053224201	0.601966044	0.316926635	-74.94260905	-64.387	0.3	1	-87	36	40	120	0	0.010889734	-1.25169881	0.224443683	3.987354595	0.069800803	0.04768402	4.378851067	0.058390954	0.124910978	-3.166801662	-0.039649405
905	9.05	0.053227046	0.601956817	0.316929623	-74.94221505	-64.387	0.3	1	-87	36	40	120	0	0.010891324	-1.251877213	0.224449815	3.987266765	0.06979942	0.047685821	4.379159899	0.058392301	0.124910359	-3.166682714	-0.039400028
906	9.06	0.053229876	0.601947584	0.316932617	-74.94182354	-64.387	0.3	1	-87	36	40	120	0	0.010892904	-1.252054537	0.224455909	3.987179489	0.069798045	0.04768761	4.379468156	0.058393639	0.124909744	-3.166564514	-0.039150895
907	9.07	0.053232691	0.601938346	0.316935616	-74.94143452	-64.387	0.3	1	-87	36	40	120	0	0.010894475	-1.252230783	0.224461964	3.987092767	0.069796678	0.047689388	4.379775833	0.058394968	0.124909132	-3.166447061	-0.038902011
908	9.08	0.053235489	0.601929103	0.316938621	-74.94104798	-64.387	0.3	1	-87	36	40	120	0	0.010896036	-1.252405951	0.224467981	3.987006597	0.069795321	0.047691155	4.380082928	0.058396289	0.124908525	-3.166330355	-0.038653378
909	9.09	0.053238272	0.601919855	0.316941631	-74.94066393	-64.387	0.3	1	-87	36	40	120	0	0.010897587	-1.252580042	0.22447396	3.986920981	0.069793972	0.04769291	4.380389436	0.058397602	0.124907921	-3.166214395	-0.038405001
910	9.1	0.053241039	0.601910602	0.316944646	-74.94028236	-64.387	0.3	1	-87	36	40	120	0	0.010899128	-1.252753056	0.2244799	3.986835917	0.069792632	0.047694655	4.380695354	0.058398906	0.124907322	-3.16609918	-0.038156881
911	9.11	0.053243791	0.601901345	0.316947667	-74.93990327	-64.387	0.3	1	-87	36	40	120	0	0.01090066	-1.252924994	0.224485802	3.986751403	0.0697913	0.047696388	4.381000679	0.058400202	0.124906726	-3.165984709	-0.037909024
912	9.12	0.053246527	0.601892082	0.316950692	-74.93952666	-64.387	0.3	1	-87	36	40	120	0	0.010902183	-1.253095855	0.224491666	3.986667441	0.069789977	0.04769811	4.381305407	0.058401489	0.124906134	-3.165870982	-0.03766143
913	9.13	0.053249247	0.601882815	0.316953723	-74.93915252	-64.387	0.3	1	-87	36	40	120	0	0.010903696	-1.253265642	0.224497492	3.986584029	0.069788663	0.04769982	4.381609535	0.058402768	0.124905546	-3.165757998	-0.037414105
914	9.14	0.053251952	0.601873543	0.316956759	-74.93878085	-64.387	0.3	1	-87	36	40	120	0	0.010905199	-1.253434354	0.22450328	3.986501166	0.069787357	0.04770152	4.381913058	0.058404039	0.124904962	-3.165645755	-0.037167051
915	9.15	0.053254641	0.601864267	0.316959799	-74.93841165	-64.387	0.3	1	-87	36	40	120	0	0.010906693	-1.253601992	0.224509029	3.986418852	0.069786061	0.047703208	4.382215975	0.058405301	0.124904382	-3.165534254	-0.036920271
916	9.16	0.053257314	0.601854986	0.316962845	-74.93804491	-64.387	0.3	1	-87	36	40	120	0	0.010908177	-1.253768556	0.224514741	3.986337087	0.069784772	0.047704886	4.38251828	0.058406555	0.124903805	-3.165423494	-0.036673769
917	9.17	0.053259972	0.601845701	0.316965895	-74.93768063	-64.387	0.3	1	-87	36	40	120	0	0.010909652	-1.253934047	0.224520414	3.986255869	0.069783493	0.047706552	4.382819972	0.0584078	0.124903233	-3.165313472	-0.036427548
918	9.18	0.053262614	0.601836413	0.31696895	-74.93731882	-64.387	0.3	1	-87	36	40	120	0	0.010911117	-1.254098466	0.22452605	3.986175197	0.069782222	0.047708207	4.383121046	0.058409038	0.124902664	-3.16520419	-0.03618161
919	9.19	0.053265241	0.60182712	0.316972009	-74.93695946	-64.387	0.3	1	-87	36	40	120	0	0.010912572	-1.254261814	0.224531647	3.986095072	0.069780959	0.04770985	4.383421499	0.058410267	0.124902099	-3.165095645	-0.035935959
920	9.2	0.053267852	0.601817823	0.316975073	-74.93660255	-64.387	0.3	1	-87	36	40	120	0	0.010914018	-1.254424091	0.224537207	3.986015493	0.069779705	0.047711483	4.383721329	0.058411487	0.124901538	-3.164987837	-0.035690599
921	9.21	0.053270447	0.601808522	0.316978141	-74.93624809	-64.387	0.3	1	-87	36	40	120	0	0.010915455	-1.254585297	0.224542729	3.985936459	0.06977846	0.047713105	4.384020531	0.058412699	0.124900981	-3.164880765	-0.035445532
922	9.22	0.053273027	0.601799218	0.316981214	-74.93589609	-64.387	0.3	1	-87	36	40	120	0	0.010916882	-1.254745435	0.224548213	3.985857969	0.069777224	0.047714715	4.384319102	0.058413903	0.124900427	-3.164774428	-0.035200761
923	9.23	0.053275592	0.60178991	0.316984291	-74.93554652	-64.387	0.3	1	-87	36	40	120	0	0.010918299	-1.254904503	0.224553659	3.985780022	0.069775995	0.047716315	4.384617039	0.058415099	0.124899878	-3.164668826	-0.03495629
924	9.24	0.05327814	0.601780599	0.316987372	-74.9351994	-64.387	0.3	1	-87	36	40	120	0	0.010919707	-1.255062503	0.224559068	3.985702618	0.069774776	0.047717903	4.38491434	0.058416286	0.124899332	-3.164563957	-0.034712121
925	9.25	0.053280674	0.601771284	0.316990457	-74.93485472	-64.387	0.3	1	-87	36	40	120	0	0.010921105	-1.255219437	0.224564439	3.985625757	0.069773565	0.047719481	4.385211	0.058417465	0.12489879	-3.164459821	-0.034468258
926	9.26	0.053283192	0.601761966	0.316993547	-74.93451247	-64.387	0.3	1	-87	36	40	120	0	0.010922494	-1.255375303	0.224569772	3.985549437	0.069772362	0.047721047	4.385507016	0.058418636	0.124898252	-3.164356416	-0.034224703
927	9.27	0.053285694	0.601752645	0.31699664	-74.93417266	-64.387	0.3	1	-87	36	40	120	0	0.010923874	-1.255530105	0.224575068	3.985473657	0.069771169	0.047722602	4.385802386	0.058419799	0.124897718	-3.164253742	-0.03398146
928	9.28	0.053288181	0.601743321	0.316999737	-74.93383527	-64.387	0.3	1	-87	36	40	120	0	0.010925244	-1.255683841	0.224580326	3.985398418	0.069769983	0.047724147	4.386097107	0.058420953	0.124897187	-3.164151798	-0.033738532
929	9.29	0.053290652	0.601733994	0.317002838	-74.93350031	-64.387	0.3	1	-87	36	40	120	0	0.010926604	-1.255836514	0.224585547	3.985323718	0.069768806	0.04772568	4.386391174	0.058422099	0.12489666	-3.164050582	-0.033495922
930	9.3	0.053293108	0.601724664	0.317005943	-74.93316778	-64.387	0.3	1	-87	36	40	120	0	0.010927955	-1.255988123	0.22459073	3.985249556	0.069767638	0.047727202	4.386684586	0.058423237	0.124896137	-3.163950094	-0.033253632
931	9.31	0.053295549	0.601715331	0.317009051	-74.93283766	-64.387	0.3	1	-87	36	40	120	0	0.010929297	-1.25613867	0.224595876	3.985175932	0.069766478	0.047728714	4.386977338	0.058424367	0.124895618	-3.163850333	-0.033011665
932	9.32	0.053297974	0.601705995	0.317012163	-74.93250996	-64.387	0.3	1	-87	36	40	120	0	0.010930629	-1.256288156	0.224600984	3.985102846	0.069765326	0.047730214	4.387269428	0.058425488	0.124895103	-3.163751298	-0.032770026
933	9.33	0.053300383	0.601696658	0.317015279	-74.93218467	-64.387	0.3	1	-87	36	40	120	0	0.010931951	-1.256436581	0.224606056	3.985030295	0.069764183	0.047731704	4.387560854	0.058426601	0.124894591	-3.163652988	-0.032528716
934	9.34	0.053302778	0.601687317	0.317018398	-74.9318618	-64.387	0.3	1	-87	36	40	120	0	0.010933264	-1.256583947	0.22461109	3.98495828	0.069763048	0.047733182	4.387851611	0.058427706	0.124894083	-3.163555402	-0.032287738
935	9.35	0.053305157	0.601677974	0.31702152	-74.93154133	-64.387	0.3	1	-87	36	40	120	0	0.010934568	-1.256730254	0.224616087	3.9848868	0.069761922	0.04773465	4.388141697	0.058428803	0.124893579	-3.163458539	-0.032047096
936	9.36	0.05330752	0.601668629	0.317024646	-74.93122326	-64.387	0.3	1	-87	36	40	120	0	0.010935862	-1.256875503	0.224621046	3.984815854	0.069760804	0.047736107	4.388431109	0.058429892	0.124893079	-3.163362398	-0.031806792
937	9.37	0.053309868	0.601659282	0.317027775	-74.93090759	-64.387	0.3	1	-87	36	40	120	0	0.010937147	-1.257019696	0.224625969	3.984745441	0.069759695	0.047737552	4.388719844	0.058430973	0.124892583	-3.163266977	-0.031566829
938	9.38	0.053312201	0.601649933	0.317030907	-74.93059432	-64.387	0.3	1	-87	36	40	120	0	0.010938423	-1.257162834	0.224630854	3.984675561	0.069758594	0.047738987	4.3890079	0.058432045	0.12489209	-3.163172277	-0.031327211
939	9.39	0.053314519	0.601640582	0.317034042	-74.93028344	-64.387	0.3	1	-87	36	40	120	0	0.010939689	-1.257304916	0.224635703	3.984606212	0.069757501	0.047740412	4.389295272	0.058433109	0.124891601	-3.163078295	-0.031087939
940	9.4	0.053316821	0.601631229	0.31703718	-74.92997495	-64.387	0.3	1	-87	36	40	120	0	0.010940945	-1.257445945	0.224640514	3.984537394	0.069756417	0.047741825	4.389581959	0.058434166	0.124891115	-3.162985031	-0.030849017
941	9.41	0.053319108	0.601621874	0.317040321	-74.92966884	-64.387	0.3	1	-87	36	40	120	0	0.010942193	-1.257585921	0.224645289	3.984469107	0.069755341	0.047743227	4.389867958	0.058435214	0.124890634	-3.162892484	-0.030610448
942	9.42	0.053321379	0.601612518	0.317043465	-74.92936512	-64.387	0.3	1	-87	36	40	120	0	0.010943431	-1.257724846	0.224650027	3.984401348	0.069754273	0.047744619	4.390153265	0.058436254	0.124890156	-3.162800653	-0.030372234
943	9.43	0.053323636	0.60160316	0.317046612	-74.92906378	-64.387	0.3	1	-87	36	40	120	0	0.010944659	-1.25786272	0.224654728	3.984334118	0.069753214	0.047746	4.390437878	0.058437286	0.124889682	-3.162709536	-0.030134378
944	9.44	0.053325877	0.601593801	0.317049761	-74.92876481	-64.387	0.3	1	-87	36	40	120	0	0.010945878	-1.257999545	0.224659392	3.984267416	0.069752163	0.04774737	4.390721795	0.058438309	0.124889211	-3.162619133	-0.029896883
945	9.45	0.053328103	0.60158444	0.317052913	-74.92846821	-64.387	0.3	1	-87	36	40	120	0	0.010947088	-1.258135322	0.22466402	3.98420124	0.06975112	0.047748729	4.391005012	0.058439325	0.124888745	-3.162529443	-0.029659753
946	9.46	0.053330313	0.601575078	0.317056068	-74.92817398	-64.387	0.3	1	-87	36	40	120	0	0.010948289	-1.258270051	0.224668611	3.98413559	0.069750086	0.047750078	4.391287526	0.058440333	0.124888282	-3.162440463	-0.029422988
947	9.47	0.053332509	0.601565716	0.317059225	-74.92788212	-64.387	0.3	1	-87	36	40	120	0	0.01094948	-1.258403734	0.224673166	3.984070466	0.06974906	0.047751416	4.391569336	0.058441333	0.124887822	-3.162352194	-0.029186593
948	9.48	0.053334689	0.601556351	0.317062384	-74.92759261	-64.387	0.3	1	-87	36	40	120	0	0.010950662	-1.258536373	0.224677683	3.984005865	0.069748042	0.047752743	4.391850437	0.058442324	0.124887367	-3.162264635	-0.02895057
949	9.49	0.053336854	0.601546987	0.317065546	-74.92730546	-64.387	0.3	1	-87	36	40	120	0	0.010951834	-1.258667968	0.224682165	3.983941789	0.069747032	0.04775406	4.392130829	0.058443308	0.124886915	-3.162177783	-0.028714922
950	9.5	0.053339004	0.601537621	0.31706871	-74.92702066	-64.387	0.3	1	-87	36	40	120	0	0.010952998	-1.25879852	0.22468661	3.983878234	0.069746031	0.047755365	4.392410507	0.058444284	0.124886466	-3.162091638	-0.028479651
951	9.51	0.053341139	0.601528254	0.317071877	-74.92673822	-64.387	0.3	1	-87	36	40	120	0	0.010954152	-1.258928031	0.224691019	3.983815202	0.069745038	0.047756661	4.39268947	0.058445252	0.124886022	-3.162006199	-0.02824476
952	9.52	0.053343259	0.601518887	0.317075045	-74.92645811	-64.387	0.3	1	-87	36	40	120	0	0.010955297	-1.259056501	0.224695391	3.98375269	0.069744053	0.047757945	4.392967714	0.058446211	0.124885581	-3.161921465	-0.028010252
953	9.53	0.053345364	0.601509519	0.317078216	-74.92618035	-64.387	0.3	1	-87	36	40	120	0	0.010956432	-1.259183933	0.224699728	3.983690698	0.069743076	0.047759219	4.393245238	0.058447163	0.124885144	-3.161837434	-0.027776129
954	9.54	0.053347453	0.601500151	0.317081389	-74.92590493	-64.387	0.3	1	-87	36	40	120	0	0.010957558	-1.259310327	0.224704028	3.983629226	0.069742107	0.047760482	4.393522038	0.058448107	0.12488471	-3.161754106	-0.027542395
955	9.55	0.053349528	0.601490783	0.317084563	-74.92563184	-64.387	0.3	1	-87	36	40	120	0	0.010958675	-1.259435685	0.224708292	3.983568271	0.069741147	0.047761735	4.393798112	0.058449043	0.12488428	-3.161671478	-0.027309051
956	9.56	0.053351587	0.601481414	0.31708774	-74.92536108	-64.387	0.3	1	-87	36	40	120	0	0.010959783	-1.259560008	0.224712519	3.983507834	0.069740195	0.047762977	4.394073458	0.058449971	0.124883854	-3.161589551	-0.027076101
957	9.57	0.053353632	0.601472045	0.317090918	-74.92509264	-64.387	0.3	1	-87	36	40	120	0	0.010960882	-1.259683297	0.224716711	3.983447914	0.069739251	0.047764208	4.394348073	0.058450891	0.124883431	-3.161508323	-0.026843547
958	9.58	0.053355661	0.601462676	0.317094098	-74.92482653	-64.387	0.3	1	-87	36	40	120	0	0.010961971	-1.259805553	0.224720867	3.983388509	0.069738315	0.047765429	4.394621955	0.058451803	0.124883012	-3.161427792	-0.026611391
959	9.59	0.053357676	0.601453307	0.31709728	-74.92456273	-64.387	0.3	1	-87	36	40	120	0	0.010963051	-1.259926778	0.224724987	3.983329618	0.069737387	0.04776664	4.394895101	0.058452708	0.124882597	-3.161347958	-0.026379636
960	9.6	0.053359675	0.601443938	0.317100463	-74.92430125	-64.387	0.3	1	-87	36	40	120	0	0.010964122	-1.260046974	0.224729072	3.983271242	0.069736467	0.047767839	4.395167508	0.058453604	0.124882185	-3.161268819	-0.026148285
961	9.61	0.05336166	0.601434569	0.317103648	-74.92404207	-64.387	0.3	1	-87	36	40	120	0	0.010965184	-1.260166141	0.22473312	3.983213378	0.069735555	0.047769029	4.395439175	0.058454493	0.124881777	-3.161190374	-0.02591734
962	9.62	0.05336363	0.601425201	0.317106834	-74.92378521	-64.387	0.3	1	-87	36	40	120	0	0.010966237	-1.26028428	0.224737133	3.983156026	0.069734651	0.047770208	4.395710099	0.058455373	0.124881372	-3.161112622	-0.025686804
963	9.63	0.053365584	0.601415833	0.317110021	-74.92353064	-64.387	0.3	1	-87	36	40	120	0	0.010967281	-1.260401394	0.22474111	3.983099185	0.069733756	0.047771376	4.395980277	0.058456246	0.124880971	-3.161035562	-0.025456679
964	9.64	0.053367524	0.601406466	0.31711321	-74.92327837	-64.387	0.3	1	-87	36	40	120	0	0.010968315	-1.260517484	0.224745052	3.983042854	0.069732868	0.047772534	4.396249708	0.058457112	0.124880574	-3.160959192	-0.025226968
965	9.65	0.053369449	0.601397099	0.317116401	-74.92302839	-64.387	0.3	1	-87	36	40	120	0	0.01096934	-1.260632551	0.224748958	3.982987032	0.069731989	0.047773682	4.396518388	0.058457969	0.12488018	-3.160883511	-0.024997673
966	9.66	0.05337136	0.601387733	0.317119592	-74.92278071	-64.387	0.3	1	-87	36	40	120	0	0.010970357	-1.260746596	0.224752829	3.982931718	0.069731117	0.047774819	4.396786317	0.058458819	0.12487979	-3.160808518	-0.024768797
967	9.67	0.053373255	0.601378367	0.317122784	-74.9225353	-64.387	0.3	1	-87	36	40	120	0	0.010971364	-1.260859621	0.224756664	3.982876912	0.069730254	0.047775946	4.39705349	0.05845966	0.124879403	-3.160734212	-0.024540342
968	9.68	0.053375136	0.601369003	0.317125978	-74.92229218	-64.387	0.3	1	-87	36	40	120	0	0.010972362	-1.260971627	0.224760464	3.982822611	0.069729398	0.047777062	4.397319907	0.058460494	0.12487902	-3.160660591	-0.024312311
969	9.69	0.053377001	0.601359639	0.317129173	-74.92205133	-64.387	0.3	1	-87	36	40	120	0	0.010973351	-1.261082617	0.224764228	3.982768816	0.06972855	0.047778168	4.397585565	0.058461321	0.12487864	-3.160587654	-0.024084705
970	9.7	0.053378852	0.601350277	0.317132368	-74.92181276	-64.387	0.3	1	-87	36	40	120	0	0.010974331	-1.26119259	0.224767958	3.982715526	0.069727711	0.047779264	4.397850461	0.058462139	0.124878265	-3.1605154	-0.023857529
971	9.71	0.053380689	0.601340916	0.317135564	-74.92157645	-64.387	0.3	1	-87	36	40	120	0	0.010975302	-1.26130155	0.224771652	3.982662739	0.069726879	0.04778035	4.398114594	0.05846295	0.124877892	-3.160443827	-0.023630783
972	9.72	0.05338251	0.601331556	0.317138762	-74.9213424	-64.387	0.3	1	-87	36	40	120	0	0.010976263	-1.261409497	0.224775312	3.982610454	0.069726055	0.047781425	4.398377961	0.058463753	0.124877523	-3.160372935	-0.02340447
973	9.73	0.053384317	0.601322197	0.317141959	-74.92111062	-64.387	0.3	1	-87	36	40	120	0	0.010977216	-1.261516433	0.224778936	3.98255867	0.069725239	0.04778249	4.398640561	0.058464549	0.124877158	-3.160302721	-0.023178593
974	9.74	0.05338611	0.60131284	0.317145158	-74.92088109	-64.387	0.3	1	-87	36	40	120	0	0.01097816	-1.261622359	0.224782525	3.982507387	0.069724431	0.047783544	4.39890239	0.058465337	0.124876796	-3.160233185	-0.022953154
975	9.75	0.053387887	0.601303484	0.317148357	-74.92065381	-64.387	0.3	1	-87	36	40	120	0	0.010979095	-1.261727277	0.22478608	3.982456603	0.069723631	0.047784589	4.399163448	0.058466117	0.124876438	-3.160164326	-0.022728155
976	9.76	0.05338965	0.60129413	0.317151557	-74.92042877	-64.387	0.3	1	-87	36	40	120	0	0.010980021	-1.261831189	0.2247896	3.982406318	0.069722838	0.047785623	4.399423731	0.058466889	0.124876083	-3.160096142	-0.022503599
977	9.77	0.053391399	0.601284778	0.317154757	-74.92020597	-64.387	0.3	1	-87	36	40	120	0	0.010980938	-1.261934096	0.224793085	3.982356531	0.069722054	0.047786647	4.399683239	0.058467654	0.124875732	-3.160028631	-0.022279488
978	9.78	0.053393132	0.601275427	0.317157957	-74.91998542	-64.387	0.3	1	-87	36	40	120	0	0.010981846	-1.262035999	0.224796535	3.982307239	0.069721277	0.047787661	4.399941968	0.058468411	0.124875384	-3.159961792	-0.022055824
979	9.79	0.053394852	0.601266078	0.317161158	-74.91976709	-64.387	0.3	1	-87	36	40	120	0	0.010982745	-1.262136901	0.224799951	3.982258443	0.069720508	0.047788664	4.400199916	0.058469161	0.12487504	-3.159895625	-0.02183261
980	9.8	0.053396556	0.601256732	0.31716436	-74.91955099	-64.387	0.3	1	-87	36	40	120	0	0.010983635	-1.262236803	0.224803332	3.982210142	0.069719747	0.047789658	4.400457083	0.058469903	0.124874699	-3.159830127	-0.021609847
981	9.81	0.053398247	0.601247387	0.317167561	-74.91933712	-64.387	0.3	1	-87	36	40	120	0	0.010984517	-1.262335707	0.224806679	3.982162334	0.069718994	0.047790641	4.400713466	0.058470638	0.124874362	-3.159765297	-0.021387539
982	9.82	0.053399922	0.601238045	0.317170762	-74.91912546	-64.387	0.3	1	-87	36	40	120	0	0.010985389	-1.262433614	0.224809991	3.982115018	0.069718248	0.047791614	4.400969062	0.058471365	0.124874028	-3.159701135	-0.021165687
983	9.83	0.053401584	0.601228704	0.317173964	-74.91891602	-64.387	0.3	1	-87	36	40	120	0	0.010986252	-1.262530526	0.224813269	3.982068194	0.069717511	0.047792578	4.40122387	0.058472084	0.124873697	-3.159637638	-0.020944293
984	9.84	0.05340323	0.601219366	0.317177166	-74.91870878	-64.387	0.3	1	-87	36	40	120	0	0.010987107	-1.262626444	0.224816513	3.98202186	0.069716781	0.047793531	4.401477889	0.058472796	0.12487337	-3.159574805	-0.02072336
985	9.85	0.053404863	0.601210031	0.317180367	-74.91850375	-64.387	0.3	1	-87	36	40	120	0	0.010987953	-1.262721371	0.224819723	3.981976015	0.069716058	0.047794474	4.401731115	0.058473501	0.124873047	-3.159512635	-0.020502891
986	9.86	0.053406481	0.601200698	0.317183569	-74.91830092	-64.387	0.3	1	-87	36	40	120	0	0.01098879	-1.262815308	0.224822898	3.981930659	0.069715343	0.047795407	4.401983548	0.058474197	0.124872727	-3.159451126	-0.020282886
987	9.87	0.053408084	0.601191367	0.31718677	-74.91810029	-64.387	0.3	1	-87	36	40	120	0	0.010989618	-1.262908256	0.22482604	3.98188579	0.069714636	0.04779633	4.402235185	0.058474887	0.12487241	-3.159390277	-0.020063349
988	9.88	0.053409674	0.60118204	0.317189971	-74.91790185	-64.387	0.3	1	-87	36	40	120	0	0.010990438	-1.263000218	0.224829148	3.981841407	0.069713937	0.047797243	4.402486025	0.058475569	0.124872097	-3.159330087	-0.019844281
989	9.89	0.053411249	0.601172715	0.317193172	-74.91770559	-64.387	0.3	1	-87	36	40	120	0	0.010991248	-1.263091196	0.224832221	3.981797509	0.069713245	0.047798146	4.402736066	0.058476244	0.124871787	-3.159270555	-0.019625684
990	9.9	0.053412809	0.601163393	0.317196373	-74.91751152	-64.387	0.3	1	-87	36	40	120	0	0.01099205	-1.26318119	0.224835261	3.981754095	0.069712561	0.04779904	4.402985306	0.058476911	0.124871481	-3.159211678	-0.019407562
991	9.91	0.053414356	0.601154074	0.317199573	-74.91731962	-64.387	0.3	1	-87	36	40	120	0	0.010992843	-1.263270203	0.224838267	3.981711164	0.069711885	0.047799923	4.403233743	0.05847757	0.124871178	-3.159153455	-0.019189915
992	9.92	0.053415888	0.601144758	0.317202773	-74.91712989	-64.387	0.3	1	-87	36	40	120	0	0.010993628	-1.263358236	0.224841239	3.981668715	0.069711216	0.047800796	4.403481375	0.058478223	0.124870879	-3.159095885	-0.018972746
993	9.93	0.053417406	0.601135445	0.317205972	-74.91694233	-64.387	0.3	1	-87	36	40	120	0	0.010994403	-1.263445292	0.224844178	3.981626747	0.069710555	0.04780166	4.403728201	0.058478868	0.124870582	-3.159038967	-0.018756058
994	9.94	0.05341891	0.601126135	0.31720917	-74.91675693	-64.387	0.3	1	-87	36	40	120	0	0.01099517	-1.263531372	0.224847084	3.981585258	0.069709901	0.047802514	4.40397422	0.058479505	0.12487029	-3.158982699	-0.018539851
995	9.95	0.0534204	0.601116828	0.317212368	-74.91657369	-64.387	0.3	1	-87	36	40	120	0	0.010995929	-1.263616478	0.224849955	3.981544248	0.069709255	0.047803358	4.404219429	0.058480136	0.12487	-3.158927079	-0.018324129
996	9.96	0.053421875	0.601107525	0.317215565	-74.9163926	-64.387	0.3	1	-87	36	40	120	0	0.010996678	-1.263700612	0.224852794	3.981503716	0.069708616	0.047804192	4.404463826	0.058480759	0.124869714	-3.158872107	-0.018108892
997	9.97	0.053423336	0.601098226	0.317218762	-74.91621366	-64.387	0.3	1	-87	36	40	120	0	0.010997419	-1.263783776	0.224855599	3.98146366	0.069707985	0.047805016	4.404707411	0.058481374	0.124869432	-3.15881778	-0.017894144
998	9.98	0.053424784	0.60108893	0.317221957	-74.91603686	-64.387	0.3	1	-87	36	40	120	0	0.010998152	-1.263865971	0.224858371	3.98142408	0.069707361	0.04780583	4.404950182	0.058481983	0.124869152	-3.158764098	-0.017679887
999	9.99	0.053426217	0.601079637	0.317225152	-74.9158622	-64.387	0.3	1	-87	36	40	120	0	0.010998876	-1.263947199	0.224861109	3.981384974	0.069706745	0.047806635	4.405192136	0.058482584	0.124868876	-3.158711058	-0.017466121
1000	10	0.053427636	0.601070348	0.317228346	-74.71568967	-64.387	0.3	1	-87	36	40	120	20	0.010999591	-1.264027463	0.224863815	3.981346341	0.069706136	0.04780743	4.405433273	0.058483177	0.124868604	-3.15865866	-20.01725285
1001	10.01	0.053482048	0.601052774	0.317237191	-74.51687043	-64.387	0.3	1	-87	36	40	120	20	0.011000297	-1.261906704	0.227983266	3.937316275	0.069011953	0.048726946	4.478589189	0.059166733	0.124556554	-3.098606901	-19.88192442
1002	10.02	0.053587001	0.601026908	0.317251677	-74.31936128	-64.387	0.3	1	-87	36	40	120	20	0.011033618	-1.263535367	0.231118693	3.894065896	0.068329307	0.049656838	4.551581904	0.059851687	0.124247385	-3.038961128	-19.75091459
1003	10.03	0.053740225	0.600992742	0.317271795	-74.1231212	-64.387	0.3	1	-87	36	40	120	20	0.011098225	-1.268742003	0.234270357	3.85157093	0.067657845	0.050597238	4.624441999	0.060538091	0.123941013	-2.979708384	-19.62400839
